"original_path","proposed_path","course_code","course_title","department","program","semester","year","exam_type","confidence"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/4th Semester/Fourth Semester - Mid Term March 2022/21CMJ214_Mid-Term _March 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2022/MidTerm/21CMJ214_Current_Affairs_Analysis_IV_MidTerm_2022.pdf","21CMJ214","Current Affairs Analysis IV","Media & Communication","B.A. Communication","Sem04","2022","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG/M.Sc. Mathematics/3rd Semester/22MAT601_ III Sem End_Odd 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/M.Sc./Core/2024/EndSem/22MAT601_Advanced_Graph_Theory_EndSem_2024.pdf","22MAT601","Advanced Graph Theory","Mechanical & Aerospace","M.Sc.","Sem03","2024","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/CHY250.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/B.Tech/Core/2012/EndSem/CHY250_Catalytic_Chemistry_EndSem_2012.pdf","CHY250","Catalytic Chemistry","Chemical Sciences","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/Chy251.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/B.Tech/Core/2012/EndSem/CHY251_Chemistry_of_Engineering_Materials_EndSem_2012.pdf","CHY251","Chemistry of Engineering Materials","Chemical Sciences","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/2025/Fourth Semester Regular 2025/23ECE212_IV Sem End_Even 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2025/EndSem/23ECE212_Analog_Electronics_II_EndSem_2025.pdf","23ECE212","Analog Electronics II","Electronics & Communication","B.Tech","Sem04","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/VL702 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/M.Tech/Core/2011/EndSem/VL702_VLSI_Signal_Processing_EndSem_2011.pdf","VL702","VLSI Signal Processing","Electronics & Communication","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/5th Semester/2022/18MAT332 _II Ass Oct 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2022/Ass2/18MAT332_Random_Processes_Ass2_2022.pdf","18MAT332","Random Processes","Mathematics & Statistics","Integrated M.Sc.","Sem05","2022","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/4th Semester/Fourth Semester 2016 Regular/CMJ 564 _May2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/Ass2/CMJ564_Short_Film_and_Documentary_Production_Ass2_2016.pdf","CMJ564","Short Film and Documentary Production","Media & Communication","B.A. Communication","Sem04","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/4th Semester/Fourth Semester - Second Assessment 2016/12CMJ252_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/Ass2/12CMJ252_Current_Affairs_Analysis_II_Ass2_2016.pdf","12CMJ252","Current Affairs Analysis II","Media & Communication","B.A. Communication","Sem04","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/CHY264.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/B.Tech/Core/2012/EndSem/CHY264_Green_Chemistry_and_Technology_EndSem_2012.pdf","CHY264","Green Chemistry and Technology","Chemical Sciences","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/CHY272.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/B.Tech/DeptElective/2012/EndSem/CHY272_Computational_Chemistry_and_Molecular_Modeling_EndSem_2012.pdf","CHY272","Computational Chemistry and Molecular Modeling","Chemical Sciences","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/2022/21CMJ602_II Ass Oct 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2022/Ass2/21CMJ602_Documentary_and_Short_Film_Production_Ass2_2022.pdf","21CMJ602","Documentary and Short Film Production","Media & Communication","B.A. Communication","Sem03","2022","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/4th Semester/Fourth Semester - Second Assessment 2016/12CMJ280 _AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/Ass2/CMJ280_Advertising_and_Communication_Ass2_2016.pdf","CMJ280","Advertising and Communication","Media & Communication","B.A. Communication","Sem04","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/1st Semester/First Semester - First Assessment 2018/18CMJ110_I Ass Aug 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/Ass1/18CMJ110_Current_Affairs_Analysis_I_Ass1_2018.pdf","18CMJ110","Current Affairs Analysis I","Media & Communication","B.A. Communication","Sem01","2018","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/1st Semester/First Semester - Second Assessment 2015/15CMJ402_AssII_Oct2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2015/Ass2/15CMJ402_Media_and_Society_Ass2_2015.pdf","15CMJ402","Media and Society","Media & Communication","B.A. Communication","Sem01","2015","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/1st Semester/First Semester - Second Assessment 2015/15CMJ404_AssII_Oct2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/Integrated M.Sc./Core/2015/Ass2/15CMJ404_Integrated_Marketing_Communications_Ass2_2015.pdf","15CMJ404","Integrated Marketing Communications","Media & Communication","Integrated M.Sc.","Sem01","2015","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/7th Semester/2025/22MAT503_VII Sem End_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2025/EndSem/22MAT503_Ordinary_Differential_Equations_EndSem_2025.pdf","22MAT503","Ordinary Differential Equations","Mathematics & Statistics","Integrated M.Sc.","Sem07","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/Fourth Semester 2019 Regular/15EEE212_IV Sem Apr 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2019/EndSem/15EEE212_Electric_Machines_I_EndSem_2019.pdf","15EEE212","Electric Machines I","Electrical & Electronics","B.Tech","Sem04","2019","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/2025/Fourth Semester Regular 2025/23MEE234M_IV Sem End_Even 2025 (2).pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2025/EndSem/23MEE234_M_Robotics_and_Control_EndSem_2025.pdf","23MEE234","M Robotics and Control","Mechanical & Aerospace","B.Tech","Sem04","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/5th Semester/2022/18PHY306_II Ass Oct 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/Integrated M.Sc./Core/2022/Ass2/18PHY306_Thermal_Physics_Ass2_2022.pdf","18PHY306","Thermal Physics","Mechanical & Aerospace","Integrated M.Sc.","Sem05","2022","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG/M.Sc. Mathematics/3rd Semester/22MAT602_III Sem End_Odd 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/Integrated M.Sc./Core/2023/EndSem/22MAT602_Functional_Analysis-II_EndSem_2023.pdf","22MAT602","Functional Analysis-II","Mechanical & Aerospace","Integrated M.Sc.","Sem03","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/Fourth Semester - Second Assessment 2018/15ECE212_II Ass March 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2018/Ass2/15ECE212_Signal_Processing_II_Ass2_2018.pdf","15ECE212","Signal Processing II","Electronics & Communication","B.Tech","Sem04","2018","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/4th Semester/Fourth Semester - Second Assessment 2016/CMJ262_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/Ass2/CMJ 262_Introduction_to_Communication_Theories_Ass2_2016.pdf","CMJ 262","Introduction to Communication Theories","Media & Communication","B.A. Communication","Sem04","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/1st Semester/First Semester - First Assessment 2018/18SSK101_I Ass Aug 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/B.A. Communication/Core/2018/Ass1/18SSK101_Self-Awareness_and_Personal_Growth_Ass1_2018.pdf","18SSK101","Self-Awareness and Personal Growth","General & Interdisciplinary","B.A. Communication","Sem01","2018","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/4th Semester/Fourth Semester 2016 Regular/CMJ573 _May2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/EndSem/CMJ573_Public_Relations_and_Event_Management_EndSem_2016.pdf","CMJ573","Public Relations and Event Management","Media & Communication","B.A. Communication","Sem04","2016","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/CS340.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2012/EndSem/CSE340_Database_Management_Systems_EndSem_2012.pdf","CSE340","Database Management Systems","Computer Science & Engineering","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/Fourth semester 2012 Regular/Fourth semester 2012 Regular/AES222.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2012/EndSem/AES222_Fundamentals_of_Aerodynamics_EndSem_2012.pdf","AES222","Fundamentals of Aerodynamics","Mechanical & Aerospace","B.Tech","Sem04","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG/Sciences/3rd Semester/2025/18PHY655_III Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/M.Sc./Core/2025/MidTerm/18PHY655_Astrophysics_and_Cosmology_MidTerm_2025.pdf","18PHY655","Astrophysics and Cosmology","Physical Sciences","M.Sc.","Sem03","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/1st Semester/First Semester - Second Assessment 2015/15CMJ405_AssII_Oct2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2015/Ass2/15CMJ405_Techniques_of_Graphic_Communication_and_Visual_Design_Ass2_2015.pdf","15CMJ405","Techniques of Graphic Communication and Visual Design","Media & Communication","B.A. Communication","Sem01","2015","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/2022/21CMJ603_II Ass Oct 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2022/Ass2/21CMJ603_Advanced_Photography_and_Videography_Ass2_2022.pdf","21CMJ603","Advanced Photography and Videography","Media & Communication","B.A. Communication","Sem03","2022","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/VL705 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/M.Tech/Core/2011/EndSem/VL705_Digital_Signal_Processing_Integrated_Circuits_EndSem_2011.pdf","VL705","Digital Signal Processing Integrated Circuits","Electronics & Communication","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/1st Semester/First Semester - Second Assessment 2015/15CMJ406_AssII_Oct2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2015/Ass2/15CMJ406_Advanced_Photography_Ass2_2015.pdf","15CMJ406","Advanced Photography","Media & Communication","B.A. Communication","Sem01","2015","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG/M.Sc. Mathematics/3rd Semester/22MAT602_ III Sem End_Odd 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/Integrated M.Sc./Core/2024/EndSem/22MAT602_Functional_Analysis-II_EndSem_2024.pdf","22MAT602","Functional Analysis-II","Mechanical & Aerospace","Integrated M.Sc.","Sem03","2024","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/4th Semester/Fourth Semester - Second Assessment 2016/CMJ323_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/Ass2/CMJ323_Political_Science_Ass2_2016.pdf","CMJ323","Political Science","Media & Communication","B.A. Communication","Sem04","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/BA Communicaiton/4th Semester/Fourth Semester - Second Assessment 2016/CMJ 212 _AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2016/Ass2/CMJ212_Broadcast_Journalism_Radio_and_Television_Ass2_2016.pdf","CMJ212","Broadcast Journalism: Radio and Television","Media & Communication","B.A. Communication","Sem04","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/3rd Semester/2022/21CMJ603_III Sem Dec 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2022/EndSem/21CMJ603_Advanced_Photography_and_Videography_EndSem_2022.pdf","21CMJ603","Advanced Photography and Videography","Media & Communication","B.A. Communication","Sem03","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG/M.Sc. Mathematics/3rd Semester/22MAT601_III Sem Mid-Term_Odd 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/Integrated M.Sc./Core/2023/MidTerm/22MAT601_Advanced_Graph_Theory_MidTerm_2023.pdf","22MAT601","Advanced Graph Theory","Mechanical & Aerospace","Integrated M.Sc.","Sem03","2023","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/1st Semester/First Semester - Second Assessment 2015/15CMJ407 _AssII_Oct2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2015/Ass2/15CMJ407_Contemporary_Issues_–_I_Ass2_2015.pdf","15CMJ407","Contemporary Issues – I","Media & Communication","B.A. Communication","Sem01","2015","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/2nd Semester/Second semester 2011 Regular/VL706 .pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/M.Tech/Core/2011/EndSem/VL706_Static_Timing_Analysis_of_VLSI_Circuits_EndSem_2011.pdf","VL706","Static Timing Analysis of VLSI Circuits","Electronics & Communication","M.Tech","Sem02","2011","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/Fifth semester 2012 supply/Fifth semester 2012 supply/CSE300.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2012/EndSem/CSE300_Operating_Systems_EndSem_2012.pdf","CSE300","Operating Systems","Computer Science & Engineering","B.Tech","Sem05","2012","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Communication/MA Communicaiton/4th Semester/Fourth Semester 2018 Regular/15CMJ 653_IV Sem April-May2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.A. Communication/Core/2018/EndSem/15CMJ653_Corporate_Communication_&_Management_EndSem_2018.pdf","15CMJ653","Corporate Communication & Management","Media & Communication","B.A. Communication","Sem04","2018","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG/Sciences/3rd Semester/2025/18PHY655_III Sem End_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2025/EndSem/18PHY655_Astrophysics_and_Cosmology_EndSem_2025.pdf","18PHY655","Astrophysics and Cosmology","Physical Sciences","Integrated M.Sc.","Sem03","2025","EndSem","high"
